"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.265058583E0,1.864822083E0,-6.898255005E0,1.780547333E0,7.364362316E0
2.275070583E0,1.805245972E0,-7.970924377E0,2.838547211E0,8.651699181E0
2.285082583E0,1.684596863E0,-9.029373322E0,3.502416687E0,9.830278319E0
2.295095583E0,1.636546783E0,-9.917925568E0,3.652255096E0,1.069497547E1
2.305107583E0,1.608405304E0,-1.052147049E1,3.375929718E0,1.116625319E1
2.315119583E0,1.563798065E0,-1.083521805E1,2.805316315E0,1.130120410E1
2.325131583E0,1.514849854E0,-1.087264023E1,2.061363373E0,1.116952526E1
2.335143583E0,1.451531525E0,-1.067220703E1,1.353784790E0,1.085521441E1
2.345155583E0,1.400038605E0,-1.036564453E1,2.799179077E-1,1.046351034E1
2.355168583E0,1.388961639E0,-1.005623795E1,-1.751807098E0,1.030174569E1
2.365180583E0,1.320853271E0,-9.817035370E0,-3.300636292E0,1.044093084E1
2.375192583E0,1.118623810E0,-9.753866730E0,-3.395688629E0,1.038845208E1
2.385204583E0,7.545808411E-1,-9.859696655E0,-2.482587433E0,1.019540341E1
2.395216583E0,6.526428223E-1,-9.973011017E0,-1.617686005E0,1.012441600E1
2.405229583E0,6.634204102E-1,-1.016955231E1,-6.870712280E-1,1.021430309E1
2.415241583E0,5.972579956E-1,-1.054781570E1,2.143542480E-1,1.056688606E1
2.425253583E0,6.650669861E-1,-1.096754288E1,5.792953491E-1,1.100294933E1
2.435265583E0,9.303153992E-1,-1.128712830E1,5.944139099E-1,1.134099113E1
2.445277583E0,1.351240082E0,-1.157408157E1,2.912942505E-1,1.165633160E1
2.455290583E0,1.906285858E0,-1.182481018E1,-1.164578247E-1,1.197804759E1
2.465302583E0,2.444716187E0,-1.199021622E1,-1.456471252E-1,1.223777493E1
2.475314583E0,2.764451294E0,-1.196746353E1,4.149371338E-1,1.228961135E1
2.485326583E0,2.801574097E0,-1.179202835E1,1.341061249E0,1.219422795E1
2.495338583E0,2.689457245E0,-1.164204025E1,2.134710846E0,1.213784462E1
2.505351583E0,2.589465179E0,-1.157617722E1,2.476450195E0,1.211800373E1
2.515363583E0,2.495011597E0,-1.150148254E1,2.160906372E0,1.196573023E1
2.525375583E0,2.377356262E0,-1.139206009E1,1.302142181E0,1.171009949E1
2.535387583E0,2.208208008E0,-1.132709518E1,4.948709106E-1,1.155093785E1
2.545399583E0,1.877395935E0,-1.131976044E1,2.194436646E-1,1.147648672E1
2.555412583E0,1.379381561E0,-1.131646729E1,1.121168518E-1,1.140077609E1
2.565424583E0,8.117619324E-1,-1.106963058E1,-2.381547546E-1,1.110190958E1
2.575436583E0,3.790118408E-1,-1.055485107E1,-3.412902832E-1,1.056716661E1
2.585448583E0,3.338058472E-1,-1.045216461E1,-3.933819580E-1,1.046488991E1
2.595460583E0,3.032693481E-1,-9.908644867E0,-7.694000244E-2,9.913583366E0
2.605473583E0,2.264790344E-1,-9.523795166E0,1.775308228E-1,9.528141703E0
2.615485583E0,8.637039185E-2,-9.292526093E0,4.788542175E-1,9.305256707E0
2.625497583E0,-1.413061523E-1,-9.115743713E0,6.529421997E-1,9.140190610E0
2.635509583E0,-4.453239441E-1,-8.897497559E0,6.173162842E-1,8.929997515E0
2.645521583E0,-7.827223206E-1,-8.706943817E0,4.816983032E-1,8.755315992E0
2.655534583E0,-1.168320465E0,-8.645571442E0,3.537144470E-1,8.731322476E0
2.665546583E0,-1.581012268E0,-8.895401917E0,3.373983765E-1,9.041106830E0
2.675558583E0,-1.947150879E0,-9.289083252E0,3.134481812E-1,9.496142057E0
2.685570583E0,-2.190245361E0,-9.577533417E0,2.736309814E-1,9.828590693E0
2.695582583E0,-2.368225250E0,-9.846673737E0,1.799258423E-1,1.012905957E1
2.705595583E0,-2.453547821E0,-1.015667908E1,-4.041595459E-3,1.044882975E1
2.715607583E0,-2.449655914E0,-1.046159500E1,-1.905537415E-1,1.074625957E1
2.725619583E0,-2.411185913E0,-1.076725937E1,-3.351530457E-1,1.103902257E1
